dataset,variant,auc_mean,auc_std,ap_mean,ap_std,svdd_auc_mean,svdd_auc_std,svdd_ap_mean,svdd_ap_std,ssl_auc_mean,ssl_auc_std,ssl_ap_mean,ssl_ap_std,precision_at_budget_mean,precision_at_budget_std,recall_at_budget_mean,recall_at_budget_std,tpr_at_fpr_mean,tpr_at_fpr_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,observed_fpr_mean,observed_fpr_std,training_seconds_mean,training_seconds_std,mean_inference_seconds_mean,mean_inference_seconds_std,peak_gpu_memory_mb_mean,peak_gpu_memory_mb_std,peak_process_memory_mb_mean,peak_process_memory_mb_std,parameters_mean,parameters_std
TraceLog,edge_addition,0.7951738143899028,0.01566307080262007,0.7214240082276868,0.009053528745065993,0.7959758086552938,0.01393627068482027,0.7212740491910505,0.008927308496863764,0.5414519964343121,0.044932431232708986,0.5740557954253909,0.04772153637210584,1.0,0.0,0.028922631959508314,0.0,0.2832007712701856,0.0684676244703985,0.9347102063598212,0.01165726084700016,0.28344179320318147,0.06827900806667694,0.4323411588614497,0.07945155492470997,0.4227755539953371,0.061315660288921395,0.01018978474079735,0.0008824612444625537,117.16148484994967,66.67303234523848,0.0006532613532617688,0.0002540187480548701,2769.4716796875,0.0,4086.4283854166665,0.018042195912142987,8570625.0,0.0
TraceLog,edge_perturbation,0.7941088787341016,0.014491574151720695,0.7138679069931867,0.018103124109360474,0.793639774715869,0.014832008060150231,0.7113727562518269,0.018027442269981032,0.6252092824665616,0.05895708408685802,0.6247612427688914,0.03843263931892738,1.0,0.0,0.028922631959508314,0.0,0.2284887924801157,0.045103312143892085,0.929849646047633,0.010714652258830119,0.257411424439624,0.023441164247935388,0.402777678963861,0.02848918703402046,0.39926496358058694,0.018805628279230956,0.010317157050057318,0.0023243265304922506,71.43825505363445,9.26708359825568,0.0006087012705393136,0.0002251057193481713,2586.70751953125,0.0,4083.6770833333335,2.907072436273199,8570625.0,0.0
TraceLog,edge_type_swap,0.7853480952590148,0.026446600597290617,0.7179097143432714,0.032951765693447474,0.7855859858409514,0.026786318247291573,0.717123189364714,0.03277249400921666,0.6968968218905016,0.0841619012564678,0.6665988812816775,0.06400092134199421,1.0,0.0,0.028922631959508314,0.0,0.3012774162448783,0.032931923131261025,0.9415537347933922,0.011037930242539616,0.3015184381778742,0.03276214247059781,0.45620483890073443,0.03808921007101719,0.44183976756252497,0.030781497338061962,0.00980766781301745,0.001446671340160558,168.08665684921047,65.32595390473892,0.0005237793686489264,6.255787418624708e-05,2769.4716796875,0.0,4093.5924479166665,0.5391379778077724,8570625.0,0.0
TraceLog,full,0.7970272979212526,0.020747730180855777,0.7243163248740899,0.015857450385715257,0.7961720706878556,0.02062631484794517,0.7209357439101285,0.014229741609644015,0.6269486098320923,0.06180896009358128,0.6099279390304008,0.028960640095838854,1.0,0.0,0.028922631959508314,0.0,0.27789828874427575,0.03651541943294879,0.9384885702503897,0.014628085180058795,0.2774162448782839,0.03619183291336895,0.4275782777714827,0.04456250460777771,0.42030848126258785,0.03717347444176876,0.00942555088523755,0.0011673864972502465,155.9152034651488,57.44141112671397,0.000471115049906075,2.0673583434103672e-05,2769.4716796875,0.0,4094.23828125,0.0078125,8570625.0,0.0
TraceLog,no_ssl,0.7977975642325292,0.017479612595210265,0.7170255029479297,0.013687771875474925,0.7977975642325292,0.017479612595210265,0.7170255029479297,0.013687771875474925,0.4876386693489452,0.19212928634058515,0.45216563829774054,0.15115782520173102,1.0,0.0,0.028922631959508314,0.0,0.24174499879489034,0.05333233211568889,0.9247806051057056,0.005961187895010992,0.24536032778982886,0.05665963778267693,0.38569088246671274,0.06962973809391554,0.3858040601713633,0.050541048322750595,0.010444529359317285,0.0017230606621409606,124.69910164301594,6.810331324793503,0.0004106376484657327,1.0387385650395243e-05,1570.78515625,0.0,4026.1796875,137.38227620870234,8570625.0,0.0
TraceLog,node_type_swap,0.7931609082502167,0.009161873979330307,0.716886405449546,0.010163944026969969,0.7931678616915393,0.009158222523752146,0.7168825633208308,0.010168980876993099,0.7172259213609072,0.05520935676373265,0.6307686200803727,0.056032681528335966,1.0,0.0,0.028922631959508314,0.0,0.2371655820679682,0.05909266025165416,0.9146442789092671,0.026130901967436827,0.23427331887201733,0.05862186567956413,0.37092423033659094,0.07591377705646714,0.37203744169121267,0.06076146829908783,0.01108139090561712,0.001665609072808817,200.39421089055637,7.804288874697341,0.0004910198134991029,4.291561237578077e-05,2769.4716796875,0.0,4091.4713541666665,4.028380484083458,8570625.0,0.0
TraceLog,topology_only,0.7980955951745144,0.013065755455939009,0.7281194493893629,0.009313029280635416,0.7976916969371611,0.013250760277157542,0.7266688346908469,0.010824414993427045,0.5578571446333295,0.03278683792683541,0.5766688471756819,0.04440629577939868,1.0,0.0,0.028922631959508314,0.0,0.2774162448782839,0.06420373720182643,0.928238570556749,0.013242790522271992,0.2810315738732225,0.07323458473964083,0.4283139991987517,0.08580614434877326,0.41748448774861585,0.06535634631936456,0.011208763214877085,0.0018058141483578945,124.02776298982401,75.86025547874901,0.0005735883691037695,8.125503158968132e-05,2769.4716796875,0.0,4094.1966145833335,0.016263015620847365,8570625.0,0.0
TraceLog,type_only,0.8026469678897447,0.017717872250273162,0.7329190777786363,0.025756701965051778,0.8034554551036556,0.017854845129547443,0.7336047076027962,0.023943358256825784,0.6650152934264745,0.0630898938694246,0.6430763268721941,0.048422576909805504,1.0,0.0,0.028922631959508314,0.0,0.26946252108941915,0.027876351287782153,0.9251367560261778,0.012046141453768,0.27090865268739456,0.028025990571512102,0.41868644281287937,0.03506695655979069,0.4087640176102836,0.029148479889794472,0.011463507833397021,0.0007642338555598014,211.18453996193907,1.8062517678994914,0.0008065674019356569,0.0002540957392928154,2769.4716796875,0.0,4094.2669270833335,0.06551950846564315,8570625.0,0.0
