prevalence,auc,ap,alert_fraction,alert_budget,precision_at_budget,recall_at_budget,target_fpr,tpr_at_fpr,threshold,precision,recall,f1,mcc,observed_fpr,svdd_auc,svdd_ap,mean_svdd_loss,ssl_auc,ssl_ap,num_graphs,mean_inference_seconds,dataset,run_name,seed,epochs_completed,training_seconds,peak_process_memory_mb,peak_gpu_memory_mb,parameters,device,threshold_source,checkpoint_selection,evaluation_split,max_train_graphs_per_epoch,max_evaluation_graphs,evaluation_sampling,experimental_stage,suite,variant,sweep,sweep_parameter,sweep_value
0.34575,0.7942113844320093,0.7372402374487943,0.01,40.0,1.0,0.028922631959508314,0.01,0.33550253073029646,0.0023665305110625924,0.961340206185567,0.26970354302241506,0.4212309429700734,0.42420983556227837,0.00573175391669851,0.7943194160435508,0.7370774644315952,0.0007768211823058664,0.6774786692826342,0.6619150215446961,4000,0.00042378329345956443,TraceLog,ablation_tracelog_refresh/Static Concat,11,7,82.52220730297267,3696.69921875,4533.53662109375,16959233,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Static Concat,,,
0.34575,0.8064838860214002,0.7358811234693551,0.01,40.0,1.0,0.028922631959508314,0.01,0.29645697758496026,0.0024159045540727677,0.9490740740740741,0.29645697758496026,0.45179063360881544,0.44139473196193835,0.008406572411157814,0.8063869062371263,0.7346270111200096,0.0008806678144283069,0.6425746502580186,0.6360323278509635,4000,0.0009445262071676552,TraceLog,ablation_tracelog_refresh/Static Concat,22,7,90.31682362407446,3716.84765625,4533.53662109375,16959233,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Static Concat,,,
0.34575,0.7126942116883572,0.6863026918280634,0.01,40.0,1.0,0.028922631959508314,0.01,0.34490238611713664,0.002023892013821751,0.9714867617107943,0.34490238611713664,0.5090715048025614,0.49213898838871156,0.005349636988918609,0.7127989277517185,0.6867377110635928,0.0008139804197599005,0.6528366863195785,0.627490648422226,4000,0.0013543191472999753,TraceLog,ablation_tracelog_refresh/Static Concat,33,7,120.34092031419277,3720.890625,4533.53662109375,16959233,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Static Concat,,,
0.34575,0.8273707343745813,0.7678997807700809,0.01,40.0,1.0,0.028922631959508314,0.01,0.32465654374548086,0.0015523359191138297,0.9527896995708155,0.3210412147505423,0.48025959978366684,0.4634723393585184,0.008406572411157814,0.8266788899876247,0.7648008192593472,0.0008731027926733077,0.5488728379517538,0.5812703149407127,4000,0.0005539087154902518,TraceLog,ablation_tracelog_refresh/Dynamic Attention,11,7,90.3389689065516,3736.90234375,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Dynamic Attention,,,
0.34575,0.7973813247880605,0.7335405118272996,0.01,40.0,1.0,0.028922631959508314,0.01,0.3600867678958785,0.0021011702786199746,0.9421641791044776,0.36514822848879247,0.5263157894736842,0.4932742590714099,0.011845624761176921,0.7970505988570753,0.7329785789999554,0.0008472579969893559,0.6284678216378752,0.6300215625677514,4000,0.000892377910669893,TraceLog,ablation_tracelog_refresh/Dynamic Attention,22,6,79.45261842571199,3735.44140625,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Dynamic Attention,,,
0.34575,0.7851165594777569,0.720608765623762,0.01,40.0,1.0,0.028922631959508314,0.01,0.28344179320318147,0.0018255349528044462,0.9600997506234414,0.2783803326102675,0.4316143497757848,0.43116548615745187,0.00611387084447841,0.7858078512733502,0.7204549611223117,0.0007792031923963805,0.6057844987623335,0.6175124162457497,4000,0.00048579998780041934,TraceLog,ablation_tracelog_refresh/Dynamic Attention,33,7,96.9524638671428,3750.95703125,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Dynamic Attention,,,
0.34575,0.7265189424174933,0.6495998348554893,0.01,40.0,1.0,0.028922631959508314,0.01,0.27187274041937814,0.0012087722227443,0.9154411764705882,0.18004338394793926,0.30090634441087616,0.3235437636614233,0.008788689338937715,0.72612646440165,0.6473673161310031,0.0005567498305608751,0.665164170749626,0.6211316949281986,4000,0.0004963528625667095,TraceLog,ablation_tracelog_refresh/Only Max-Pooling,11,15,217.3569873366505,3735.81640625,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Only Max-Pooling,,,
0.34575,0.7505670278127522,0.6663748501590411,0.01,40.0,1.0,0.028922631959508314,0.01,0.16847433116413593,0.000583947054692544,0.9282296650717703,0.28054953000723065,0.4308717379233759,0.4183628938701462,0.01146350783339702,0.745288813257551,0.6529241781609862,0.000507796958580002,0.6924835970161172,0.6725086108217995,4000,0.0008808101881295443,TraceLog,ablation_tracelog_refresh/Only Max-Pooling,22,15,212.5746431685984,3763.08984375,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Only Max-Pooling,,,
0.34575,0.7166112555677033,0.6261234786440262,0.01,40.0,1.0,0.028922631959508314,0.01,0.11135213304410702,0.001772772817639634,0.8290155440414507,0.11569052783803326,0.20304568527918782,0.22878107054898808,0.012609858616736722,0.7154516425916424,0.6213572230410442,0.0006411308706810814,0.6213545893127173,0.6201802985349494,4000,0.0004815801219083369,TraceLog,ablation_tracelog_refresh/Only Max-Pooling,33,15,216.88438063114882,3736.3203125,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Only Max-Pooling,,,
0.34575,0.6194670753632391,0.5825353510858052,0.01,40.0,1.0,0.028922631959508314,0.01,0.2856109906001446,0.00041079995746258474,0.9373433583959899,0.27042660882140274,0.41975308641975306,0.41404278085599083,0.009552923194497517,0.6192378880952756,0.5825276158346326,0.000386047502322981,0.6621942684671198,0.630207309502337,4000,0.00046923428680747747,TraceLog,ablation_tracelog_refresh/Only Mean-Pooling,11,6,83.42412656731904,3734.29296875,4533.53662109375,8570625,cuda,normal_train_scores,negative_mean_svdd_loss,test,2000,4000,seeded_stratified,ablation_refresh,ablation_tracelog_refresh,Only Mean-Pooling,,,
