dataset,variant,auc_mean,auc_std,ap_mean,ap_std,svdd_auc_mean,svdd_auc_std,svdd_ap_mean,svdd_ap_std,ssl_auc_mean,ssl_auc_std,ssl_ap_mean,ssl_ap_std,training_seconds_mean,training_seconds_std
FlowGraph,type_only,0.614928,0.40401100816685676,0.6241632654504216,0.34511501028757385,0.613984,0.4047957248786108,0.6238924387800162,0.3454329527337756,0.396896,0.5062883467748394,0.5528639328365287,0.3829343797001789,437.07362592220306,29.83050578090624
