rank,trial_index,trial_id,training.learning_rate,model.deviation_weight,ssl.loss_weight,augmentation.edge_perturbation_rate,augmentation.edge_addition_rate,augmentation.node_type_swap_rate,augmentation.edge_type_swap_rate,selection_score_mean,selection_score_std,auc_mean,auc_std,ap_mean,ap_std,mean_svdd_loss_mean,mean_svdd_loss_std,epochs_completed_mean,training_seconds_mean
1,1,trial_0001_804c2315,0.001,0.0,0.01,0.195,0.195,0.15,0.27,0.7967870475629761,0.017052570664651403,0.8217731772704804,0.018234376197332567,0.7718009178554719,0.015891303659390146,0.0025044620804280998,0.0009025283235044987,5.2,65.70150740817189
2,0,trial_0000_95ed2f55,0.001,0.0,0.01,0.13,0.13,0.1,0.18,0.7878918876342593,0.02253611269564514,0.8118633905735096,0.025844441525795653,0.7639203846950091,0.021185973105544376,0.0024323338675835996,0.0008991378609136229,5.0,54.694501311704514
