rank,trial_index,trial_id,training.learning_rate,model.deviation_weight,ssl.loss_weight,model.attention_temperature,model.prototype_momentum,selection_score_mean,selection_score_std,auc_mean,auc_std,ap_mean,ap_std,mean_svdd_loss_mean,mean_svdd_loss_std,epochs_completed_mean,training_seconds_mean
1,2,trial_0002_405e165c,0.001,0.0,0.01,1.0,0.9,0.7883569977342981,0.029202152092779075,0.8164803190441496,0.027298282088391482,0.7602336764244468,0.03147367888911595,0.00258411148998414,0.0007301357240732139,4.6,61.374191930145024
2,1,trial_0001_ee06112b,0.003,1.0,0.001,2.0,0.7,0.7588229361126542,0.04289357319530041,0.7865241478281364,0.04052659354908047,0.7311217243971718,0.04577146042060973,0.00046736520751976,5.892256679848666e-05,6.2,82.56210940033198
3,0,trial_0000_407299c6,0.003,1.0,0.001,1.0,0.9,0.7360382422176417,0.04896574866143242,0.7697324159211518,0.05203826073283738,0.7023440685141316,0.046512877249318754,0.00065541889303346,0.00021666205484302233,4.4,47.9117776658386
